t,u,a,s
5.555555555555555,9.218742350231167,1.2102763575575022,69.89233956235682
5.656565656565657,0.884925020519195,3.360677737029393,58.77099401120222
5.757575757575758,1.959828624191452,3.8080980766435877,74.40247544269712
5.858585858585858,0.45227288910538066,1.1881877199619983,23.040779898993886
5.959595959595959,3.2533033076326436,3.641081743059298,84.04813014776997
6.0606060606060606,3.8867728968948203,1.838915663596266,57.32875518037753
6.161616161616162,2.713490317738959,3.1615291529678973,76.73402501764443
6.262626262626262,8.287375091519294,3.1676485538044736,114.01909347604061
6.363636363636363,3.567533266935893,2.6788734203737925,76.94413632608618
6.4646464646464645,2.8093450968738076,0.4514488502720415,27.594819903442357
6.565656565656566,5.426960831582485,4.17651247794619,125.65178966212281
6.666666666666667,1.4092422497476265,1.6039003248586792,45.037177772954834
6.767676767676767,8.021969807540398,0.9325925519992712,75.64714372312936
6.8686868686868685,0.7455064367977082,0.20387570777381958,9.92996193883571
6.96969696969697,9.868869366005173,2.954464715941209,140.542066321969
7.070707070707071,7.722447692966574,3.3878218092114123,139.2900692153229
7.171717171717171,1.987156815341724,0.08293914463928076,16.384253030986685
7.2727272727272725,0.05522117123602399,2.560465291496405,68.11639308658015
7.373737373737374,8.154614284548341,1.1324788759896898,90.91755645870435
7.474747474747475,7.068573438476172,3.2258639520472494,142.9532945794614
7.575757575757575,7.2900716804098735,0.8718321450249572,80.24595582682403
7.6767676767676765,7.712703466859457,3.45468869051233,161.0058058021086
7.777777777777778,0.7404465173409036,1.933676731502687,64.24678145810311
7.878787878787879,3.5846572854427263,4.6836499436836725,173.6122383889869
7.979797979797979,1.1586905952512971,0.6876047207299663,31.13848021205896
8.080808080808081,8.631034258755935,1.7053317552512925,125.42435210426322
8.181818181818182,6.232981268275579,0.5673676062029454,69.98752281582439
8.282828282828282,3.308980248526492,4.623468091392814,186.0047942966681
8.383838383838384,0.6355835028602363,4.386696766904905,159.49633688301398
8.484848484848484,3.109823217156622,1.289708138575778,72.8111345809896
8.585858585858587,3.2518332202674705,3.299920230170895,149.54983661205424
8.686868686868687,7.29606178338064,4.0861110010060795,217.55234653699375
8.787878787878787,6.3755747135521315,2.7760040579973118,163.21875174240662
8.88888888888889,8.872127425763265,2.6482528917800323,183.4856913610575
8.98989898989899,4.722149251619493,1.2092614545022584,91.31686252584562
9.09090909090909,1.195942459383017,0.46551383902949606,30.10831322701486
9.191919191919192,7.13244787222995,4.486078789766633,255.07837483033063
9.292929292929292,7.607850486168974,4.502090285816652,265.0961770470235
9.393939393939394,5.612771975694963,3.16550728636634,192.3978718285235
9.494949494949495,7.70967179954561,1.6951489552435035,149.61522967985863
9.595959595959595,4.937955963643907,1.7460478730633044,127.77460066325125
9.696969696969697,5.227328293819941,3.629778394351197,221.34549180304856
9.797979797979798,4.275410183585496,4.485551299762886,257.19776032069836
9.8989898989899,0.2541912674409519,4.4354321213255865,219.83023583590125
10.0,1.0789142699330445,3.899377729288119,205.7580291637364
